AGI,symbol,FASTA header
AT5G09450,AT5G09450,"Pentatricopeptide repeat-containing protein At5g09450, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q94B59]"
AT5G09480,AT5G09480,At5g09480 [Source:UniProtKB/TrEMBL;Acc:Q9FY67]
AT5G09540,AT5G09540,At5g09540 [Source:UniProtKB/TrEMBL;Acc:Q9LXB9]
AT5G09560,AT5G09560,RNA-binding KH domain-containing protein [Source:TAIR;Acc:AT5G09560]
AT5G09570,AT5G09570,At5g09570 [Source:UniProtKB/TrEMBL;Acc:Q9LXC2]
AT5G09580,AT5G09580,Heat shock protein [Source:UniProtKB/TrEMBL;Acc:Q9LXC3]
AT5G09620,AT5G09620,Gb [Source:UniProtKB/TrEMBL;Acc:Q9LXC6]
AT5G09630,AT5G09630,At5g09630 [Source:UniProtKB/TrEMBL;Acc:Q9LXC7]
AT5G09655,AT5G09655,pre-tRNA [Source:TAIR;Acc:AT5G09655]
AT5G09670,AT5G09670,At5g09670 [Source:UniProtKB/TrEMBL;Acc:Q9LXD0]
AT5G09700,AT5G09700,Glycosyl hydrolase family protein [Source:UniProtKB/TrEMBL;Acc:F4KE06]
AT5G09711,AT5G09711,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G09711]
AT5G09755,AT5G09755,pre-tRNA [Source:TAIR;Acc:AT5G09755]
AT5G09760,AT5G09760,Pectinesterase [Source:UniProtKB/TrEMBL;Acc:A0A178UA07]
AT5G09770,AT5G09770,At5g09770 [Source:UniProtKB/TrEMBL;Acc:Q8LD39]
AT5G09840,AT5G09840,Emb [Source:UniProtKB/TrEMBL;Acc:Q9FIC2]
AT5G09876,AT5G09876,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Has 5 Blast hits to 5 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 5; Vi /.../- 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT5G09876]
AT5G09880,AT5G09880,"Splicing factor, CC1-like protein [Source:UniProtKB/TrEMBL;Acc:Q93Y25]"
AT5G09890,AT5G09890,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:F4KFD4]
AT5G09940,AT5G09940,Gb [Source:UniProtKB/TrEMBL;Acc:Q9FIB3]
AT5G09960,AT5G09960,At5g09960 [Source:UniProtKB/TrEMBL;Acc:Q67XU1]
AT5G09975,AT5G09975,pre-tRNA [Source:TAIR;Acc:AT5G09975]
AT5G09976,AT5G09976,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: precursor of peptide 1 (TAIR:AT5G64900.1); Has 19 Blast hits to 19 proteins in 2 s /.../: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 19; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT5G09976]
AT5G09995,AT5G09995,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G08530.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Euk /.../s - 9610 (source: NCBI BLink). [Source:TAIR;Acc:AT5G09995]
AT5G10020,AT5G10020,Probable inactive receptor kinase At5g10020 [Source:UniProtKB/Swiss-Prot;Acc:Q0WR59]
AT5G10040,AT5G10040,At5g10040 [Source:UniProtKB/TrEMBL;Acc:Q9LX24]
AT5G10050,AT5G10050,At5g10050 [Source:UniProtKB/TrEMBL;Acc:Q147P9]
AT5G10060,AT5G10060,At5g10060 [Source:UniProtKB/TrEMBL;Acc:Q8GUK8]
AT5G10070,AT5G10070,Probable ribosome biogenesis protein AXX17_At5g09690 [Source:UniProtKB/TrEMBL;Acc:A0A178UQA3]
AT5G10080,AT5G10080,Aspartic proteinase-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LX20]
AT5G10110,AT5G10110,DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:Q8VZV8]
AT5G10160,AT5G10160,(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LX13]
AT5G10190,AT5G10190,Major facilitator superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9C5L6]
AT5G10200,AT5G10200,ARM-repeat/Tetratricopeptide repeat (TPR)-like protein [Source:UniProtKB/TrEMBL;Acc:Q0WMT6]
AT5G10210,AT5G10210,At5g10210 [Source:UniProtKB/TrEMBL;Acc:Q9LX09]
AT5G10235,AT5G10235,pre-tRNA [Source:TAIR;Acc:AT5G10235]
AT5G10278,AT5G10278,other RNA [Source:TAIR;Acc:AT5G10278]
AT5G10290,AT5G10290,Probable LRR receptor-like serine/threonine-protein kinase At5g10290 [Source:UniProtKB/Swiss-Prot;Acc:C0LGT1]
AT5G10310,AT5G10310,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 10 growth stages; BEST Arabidopsis thaliana protein match is: u /.../ protein (TAIR:AT3G13898.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). [Source:TAIR;Acc:AT5G10310]
AT5G10320,AT5G10320,unknown protein; Has 54 Blast hits to 53 proteins in 19 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT5G10320]
AT5G10336,AT5G10336,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G10336]
AT5G10340,AT5G10340,F-box protein At5g10340 [Source:UniProtKB/Swiss-Prot;Acc:Q9LX89]
AT5G10370,AT5G10370,"ATP-dependent RNA helicase DEAH12, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:F4KGU4]"
AT5G10410,AT5G10410,Putative clathrin assembly protein At5g10410 [Source:UniProtKB/Swiss-Prot;Acc:Q8H0W9]
AT5G10455,AT5G10455,pre-tRNA [Source:TAIR;Acc:AT5G10455]
AT5G10460,AT5G10460,At5g10460 [Source:UniProtKB/TrEMBL;Acc:Q6DBI9]
AT5G10525,AT5G10525,pre-tRNA [Source:TAIR;Acc:AT5G10525]
AT5G10580,AT5G10580,"Protein of unknown function, DUF599 [Source:TAIR;Acc:AT5G10580]"
AT5G10590,AT5G10590,Uncharacterized protein F12B17_60 [Source:UniProtKB/TrEMBL;Acc:Q9LXB1]
AT5G10605,AT5G10605,Methyltransferase [Source:UniProtKB/TrEMBL;Acc:F4KI79]
AT5G10620,AT5G10620,Putative RNA methyltransferase At5g10620 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXB4]
AT5G10630,AT5G10630,Translation elongation factor EF1A/initiation factor IF2gamma family protein [Source:TAIR;Acc:AT5G10630]
AT5G10650,AT5G10650,At5g10650 [Source:UniProtKB/TrEMBL;Acc:Q5XEP8]
AT5G10660,AT5G10660,Calmodulin-binding protein-like protein [Source:UniProtKB/TrEMBL;Acc:F4KI88]
AT5G10680,AT5G10680,Calmodulin-binding protein-like protein [Source:UniProtKB/TrEMBL;Acc:Q9FT64]
AT5G10695,AT5G10695,Methionyl-tRNA synthetase [Source:UniProtKB/TrEMBL;Acc:Q8RXY3]
AT5G10700,AT5G10700,Peptidyl-tRNA hydrolase II (PTH2) family protein [Source:UniProtKB/TrEMBL;Acc:Q9FT62]
AT5G10710,AT5G10710,Centromere protein O [Source:UniProtKB/TrEMBL;Acc:Q8GUP4]
AT5G10730,AT5G10730,AT5g10730/MAJ23_90 [Source:UniProtKB/TrEMBL;Acc:Q93VH5]
AT5G10740,AT5G10740,Probable protein phosphatase 2C 69 [Source:UniProtKB/Swiss-Prot;Acc:Q8LAY8]
AT5G10745,AT5G10745,At5g10745 [Source:UniProtKB/TrEMBL;Acc:Q8LCJ2]
AT5G10750,AT5G10750,At5g10750 [Source:UniProtKB/TrEMBL;Acc:Q9LEW4]
AT5G10770,AT5G10770,Aspartyl protease family protein At5g10770 [Source:UniProtKB/Swiss-Prot;Acc:Q8S9J6]
AT5G10780,AT5G10780,"CONTAINS InterPro DOMAIN/s: Uncharacterised conserved protein UCP017207, transmembrane protein 85 (InterPro:IPR016687), Protein of unknown function DUF1077 (InterPro:IPR009445); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bac /.../- 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G10780]"
AT5G10800,AT5G10800,Protein RRC1-like [Source:UniProtKB/Swiss-Prot;Acc:F4KIA8]
AT5G10820,AT5G10820,Probable folate-biopterin transporter 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LEV7]
AT5G10830,AT5G10830,At5g10830 [Source:UniProtKB/TrEMBL;Acc:Q9LEV6]
AT5G10880,AT5G10880,tRNA synthetase-related / tRNA ligase-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LEV2]
AT5G10890,AT5G10890,myosin heavy chain-related [Source:TAIR;Acc:AT5G10890]
AT5G10900,AT5G10900,Calcineurin-like metallo-phosphoesterase superfamily protein [Source:TAIR;Acc:AT5G10900]
AT5G10910,AT5G10910,AT5g10910/T30N20_180 [Source:UniProtKB/TrEMBL;Acc:Q9LEU9]
AT5G10920,AT5G10920,"Argininosuccinate lyase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LEU8]"
AT5G10946,AT5G10946,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422;  /.../ - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G10946]
AT5G10950,AT5G10950,Tudor/PWWP/MBT superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LEU5]
AT5G10970,AT5G10970,C2H2 and C2HC zinc fingers superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LEU3]
AT5G10990,AT5G10990,At5g10990 [Source:UniProtKB/TrEMBL;Acc:Q9LEU2]
AT5G11000,AT5G11000,AT5g11000/T30N20_270 [Source:UniProtKB/TrEMBL;Acc:Q9LEU1]
AT5G11010,AT5G11010,Polynucleotide 5'-hydroxyl-kinase NOL9 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYP6]
AT5G11020,AT5G11020,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JWD4]
AT5G11070,AT5G11070,Uncharacterized protein At5g11070 [Source:UniProtKB/TrEMBL;Acc:Q9FY58]
AT5G11080,AT5G11080,Ubiquitin-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JWE4]
AT5G11090,AT5G11090,At5g11090 [Source:UniProtKB/TrEMBL;Acc:Q9FY56]
AT5G11130,AT5G11130,Probable glycosyltransferase At5g11130 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFP3]
AT5G11140,AT5G11140,Phospholipase-like protein (PEARLI 4) family protein [Source:UniProtKB/TrEMBL;Acc:Q9LFP2]
AT5G11220,AT5G11220,Uncharacterized protein F2I11_110 [Source:UniProtKB/TrEMBL;Acc:Q9LFN4]
AT5G11225,AT5G11225,pre-tRNA [Source:TAIR;Acc:AT5G11225]
AT5G11230,AT5G11230,UDP-Arabinofuranose Transporter 2 (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0A1W6AJY6]
AT5G11240,AT5G11240,At5g11240 [Source:UniProtKB/TrEMBL;Acc:B5X503]
AT5G11250,AT5G11250,Disease resistance protein (TIR-NBS-LRR class) [Source:UniProtKB/TrEMBL;Acc:Q9LFN1]
AT5G11280,AT5G11280,Tail fiber [Source:UniProtKB/TrEMBL;Acc:Q94AQ7]
AT5G11290,AT5G11290,"Transmembrane protein, putative (DUF247) [Source:UniProtKB/TrEMBL;Acc:Q9LFM8]"
AT5G11310,AT5G11310,"Pentatricopeptide repeat-containing protein At5g11310, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LFM6]"
AT5G11325,AT5G11325,pre-tRNA [Source:TAIR;Acc:AT5G11325]
AT5G11330,AT5G11330,At5g11330 [Source:UniProtKB/TrEMBL;Acc:Q9LFM4]
AT5G11340,AT5G11340,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LFM3]
AT5G11350,AT5G11350,DNAse I-like superfamily protein [Source:TAIR;Acc:AT5G11350]
AT5G11360,AT5G11360,Interleukin-1 receptor-associated kinase 4 protein [Source:UniProtKB/TrEMBL;Acc:F4JWH8]
AT5G11370,AT5G11370,FBD / Leucine Rich Repeat domains containing protein [Source:UniProtKB/TrEMBL;Acc:Q9LFM0]
AT5G11400,AT5G11400,Protein kinase superfamily protein [Source:TAIR;Acc:AT5G11400]
AT5G11410,AT5G11410,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LFL6]
AT5G11412,AT5G11412,RNA-binding (RRM/RBD/RNP motifs) family protein [Source:UniProtKB/TrEMBL;Acc:Q1G378]
AT5G11416,AT5G11416,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G11416]
AT5G11420,AT5G11420,Uncharacterized protein At5g11420 [Source:UniProtKB/TrEMBL;Acc:Q9LYE7]
AT5G11425,AT5G11425,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G11425]
AT5G11430,AT5G11430,SPOC domain / Transcription elongation factor S-II protein [Source:UniProtKB/TrEMBL;Acc:F4JXV3]
AT5G11460,AT5G11460,At5g11460 [Source:UniProtKB/TrEMBL;Acc:Q9LYE4]
AT5G11470,AT5G11470,bromo-adjacent homology (BAH) domain-containing protein [Source:TAIR;Acc:AT5G11470]
AT5G11475,AT5G11475,pre-tRNA [Source:TAIR;Acc:AT5G11475]
AT5G11480,AT5G11480,AT5g11480/F15N18_70 [Source:UniProtKB/TrEMBL;Acc:Q9LYE2]
AT5G11490,AT5G11490,Beta-adaptin-like protein [Source:UniProtKB/TrEMBL;Acc:F4JXV9]
AT5G11500,AT5G11500,Coiled-coil protein [Source:UniProtKB/TrEMBL;Acc:Q9LYE1]
AT5G11550,AT5G11550,ARM repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LYD7]
AT5G11560,AT5G11560,Catalytics [Source:UniProtKB/TrEMBL;Acc:F4JXW9]
AT5G11580,AT5G11580,AT5g11580/F15N18_170 [Source:UniProtKB/TrEMBL;Acc:Q93Z10]
AT5G11600,AT5G11600,At5g11600 [Source:UniProtKB/TrEMBL;Acc:Q9LYD2]
AT5G11610,AT5G11610,Exostosin family protein [Source:UniProtKB/TrEMBL;Acc:Q9LYD1]
AT5G11620,AT5G11620,PHD family protein [Source:UniProtKB/TrEMBL;Acc:Q9LYG8]
AT5G11640,AT5G11640,At5g11640 [Source:UniProtKB/TrEMBL;Acc:Q9LYG6]
AT5G11650,AT5G11650,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LYG5]
AT5G11660,AT5G11660,"NEP-interacting protein, putative (DUF239) [Source:UniProtKB/TrEMBL;Acc:Q9LYG4]"
AT5G11680,AT5G11680,Classical AGP protein [Source:UniProtKB/TrEMBL;Acc:Q9LYG2]
AT5G11700,AT5G11700,LOCATED IN: vacuole; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: glycine-rich protein (TAIR:AT4G32920.3); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteri /.../ Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). [Source:TAIR;Acc:AT5G11700]
AT5G11720,AT5G11720,AT5g11720/T22P22_110 [Source:UniProtKB/TrEMBL;Acc:Q9LYF8]
AT5G11730,AT5G11730,At5g11730 [Source:UniProtKB/TrEMBL;Acc:Q9LYF7]
AT5G11750,AT5G11750,Ribosomal protein L19 family protein [Source:TAIR;Acc:AT5G11750]
AT5G11760,AT5G11760,AT5g11760/T22P22_150 [Source:UniProtKB/TrEMBL;Acc:Q9LYF4]
AT5G11770,AT5G11770,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q42577]"
AT5G11780,AT5G11780,SNF2 domain protein [Source:UniProtKB/TrEMBL;Acc:Q56Y63]
AT5G11810,AT5G11810,At5g11810 [Source:UniProtKB/TrEMBL;Acc:Q9LYF0]
AT5G11820,AT5G11820,Plant self-incompatibility protein S1 family [Source:TAIR;Acc:AT5G11820]
AT5G11830,AT5G11830,Plant self-incompatibility protein S1 family [Source:UniProtKB/TrEMBL;Acc:Q9LYE8]
AT5G11840,AT5G11840,At5g11840 [Source:UniProtKB/TrEMBL;Acc:B6IDH6]
AT5G11850,AT5G11850,AT5g11850/F14F18_20 [Source:UniProtKB/TrEMBL;Acc:Q8S9K4]
AT5G11870,AT5G11870,Alkaline phytoceramidase (APHC) [Source:UniProtKB/TrEMBL;Acc:F4JZD5]
AT5G11900,AT5G11900,Translation machinery-associated protein 22 [Source:UniProtKB/TrEMBL;Acc:Q8VZK2]
AT5G11910,AT5G11910,alpha/beta-Hydrolases superfamily protein [Source:TAIR;Acc:AT5G11910]
AT5G11960,AT5G11960,Probable magnesium transporter NIPA9 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWH8]
AT5G11970,AT5G11970,"ABC family ABC transporter, putative (DUF3511) [Source:UniProtKB/TrEMBL;Acc:Q9LYH6]"
AT5G11980,AT5G11980,Conserved oligomeric Golgi complex subunit 8 [Source:UniProtKB/TrEMBL;Acc:Q84K25]
AT5G11990,AT5G11990,Proline-rich family protein [Source:UniProtKB/TrEMBL;Acc:Q9LYH4]
AT5G12000,AT5G12000,Kinase with adenine nucleotide alpha hydrolases-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q0WVJ0]
AT5G12010,AT5G12010,AT5g12010/F14F18_180 [Source:UniProtKB/TrEMBL;Acc:Q9LYH2]
AT5G12043,AT5G12043,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G12043]
AT5G12050,AT5G12050,Protein BIG GRAIN 1-like D [Source:UniProtKB/Swiss-Prot;Acc:Q9LYH0]
AT5G12090,AT5G12090,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9FMQ2]
AT5G12100,AT5G12100,"Pentatricopeptide repeat-containing protein At5g12100, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FMQ1]"
AT5G12110,AT5G12110,At5g12110 [Source:UniProtKB/TrEMBL;Acc:Q29PY2]
AT5G12120,AT5G12120,AT5g12120/MXC9_8 [Source:UniProtKB/TrEMBL;Acc:Q9FMQ0]
AT5G12190,AT5G12190,Splicing factor 3B subunit 6-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q9FMP4]
AT5G12220,AT5G12220,Las1-like family protein [Source:UniProtKB/TrEMBL;Acc:F4JZH9]
AT5G12236,AT5G12236,unknown protein; LOCATED IN: endomembrane system; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G12236]
AT5G12240,AT5G12240,At5g12240 [Source:UniProtKB/TrEMBL;Acc:Q6NQD2]
AT5G12260,AT5G12260,AT5g12260/MXC9_22 [Source:UniProtKB/TrEMBL;Acc:Q9FMN8]
AT5G12270,AT5G12270,1-AMINOCYCLOPROPANE-1-CARBOXYLATE OXIDASE-like protein [Source:UniProtKB/TrEMBL;Acc:Q94CL5]
AT5G12280,AT5G12280,SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q94CL4]
AT5G12300,AT5G12300,At5g12300 [Source:UniProtKB/TrEMBL;Acc:Q94CL2]
AT5G12310,AT5G12310,AT5g19430/F7K24_180 [Source:UniProtKB/TrEMBL;Acc:Q94CL1]
AT5G12320,AT5G12320,Ankyrin repeat family protein [Source:UniProtKB/TrEMBL;Acc:Q8GWI1]
AT5G12340,AT5G12340,DUF4228 domain protein [Source:UniProtKB/TrEMBL;Acc:Q1PDX4]
AT5G12350,AT5G12350,Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4K0X5]
AT5G12400,AT5G12400,PHD-finger and DNA binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4K0Y2]
AT5G12410,AT5G12410,At5g12410 [Source:UniProtKB/TrEMBL;Acc:Q94CK1]
AT5G12420,AT5G12420,O-acyltransferase (WSD1-like) family protein [Source:UniProtKB/TrEMBL;Acc:Q94CK0]
AT5G12440,AT5G12440,CCCH-type zinc fingerfamily protein with RNA-binding domain [Source:TAIR;Acc:AT5G12440]
AT5G12450,AT5G12450,FBD-like domain family protein [Source:UniProtKB/TrEMBL;Acc:Q94CJ7]
AT5G12460,AT5G12460,Protein of unknown function (DUF604) [Source:TAIR;Acc:AT5G12460]
AT5G12850,AT5G12850,Zinc finger CCCH domain-containing protein 56 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXV4]
AT5G12880,AT5G12880,At5g12880 [Source:UniProtKB/TrEMBL;Acc:Q9LXV1]
AT5G12910,AT5G12910,Histone H3-like 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXU8]
AT5G12920,AT5G12920,Transducin/WD40 repeat-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4K108]
AT5G12930,AT5G12930,At5g12930 [Source:UniProtKB/TrEMBL;Acc:Q9LXU6]
AT5G12940,AT5G12940,Leucine-rich repeat (LRR) family protein [Source:UniProtKB/TrEMBL;Acc:Q9LXU5]
AT5G12950,AT5G12950,Proline-tRNA ligase (DUF1680) [Source:UniProtKB/TrEMBL;Acc:Q9LXU4]
AT5G12960,AT5G12960,Proline-tRNA ligase (DUF1680) [Source:UniProtKB/TrEMBL;Acc:Q84W43]
AT5G12970,AT5G12970,Anthranilate phosphoribosyltransferase-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LXU2]
AT5G12980,AT5G12980,"Cell differentiation, Rcd1-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LXU1]"
AT5G13030,AT5G13030,Selenoprotein O [Source:UniProtKB/TrEMBL;Acc:Q8H126]
AT5G13070,AT5G13070,At5g13070 [Source:UniProtKB/TrEMBL;Acc:Q9FYA3]
AT5G13090,AT5G13090,Uncharacterized protein At5g13090 [Source:UniProtKB/TrEMBL;Acc:Q8H0Z9]
AT5G13100,AT5G13100,AT5g13100/T19L5_60 [Source:UniProtKB/TrEMBL;Acc:Q9FYA0]
AT5G13140,AT5G13140,Pollen Ole e 1 allergen and extensin family protein [Source:UniProtKB/TrEMBL;Acc:Q9FY96]
AT5G13181,AT5G13181,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G13181]
AT5G13200,AT5G13200,GEM-like protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYV6]
AT5G13210,AT5G13210,AT5g13210/T31B5_30 [Source:UniProtKB/TrEMBL;Acc:Q9LYV5]
AT5G13225,AT5G13225,snoRNA [Source:TAIR;Acc:AT5G13225]
AT5G13240,AT5G13240,transcription regulators [Source:TAIR;Acc:AT5G13240]
AT5G13250,AT5G13250,RING finger protein [Source:UniProtKB/TrEMBL;Acc:F4K2H9]
AT5G13260,AT5G13260,Myosin [Source:UniProtKB/TrEMBL;Acc:Q8VZL1]
AT5G13310,AT5G13310,Uncharacterized protein At5g13310 [Source:UniProtKB/TrEMBL;Acc:Q9LYU5]
AT5G13340,AT5G13340,Arginine/glutamate-rich 1 protein [Source:UniProtKB/TrEMBL;Acc:Q9LYU2]
AT5G13350,AT5G13350,Auxin-responsive GH3 family protein [Source:UniProtKB/TrEMBL;Acc:Q9LYU1]
AT5G13360,AT5G13360,Auxin-responsive GH3 family protein [Source:UniProtKB/TrEMBL;Acc:F4K2J2]
AT5G13370,AT5G13370,At5g13370 [Source:UniProtKB/TrEMBL;Acc:Q8GZ29]
AT5G13380,AT5G13380,Auxin-responsive GH3 family protein [Source:UniProtKB/TrEMBL;Acc:F4K2J6]
AT5G13470,AT5G13470,At5g13470 [Source:UniProtKB/TrEMBL;Acc:Q9LYQ9]
AT5G13560,AT5G13560,At5g13560 [Source:UniProtKB/TrEMBL;Acc:Q8GY46]
AT5G13590,AT5G13590,unknown protein; Has 150 Blast hits to 121 proteins in 42 species: Archae - 0; Bacteria - 8; Metazoa - 80; Fungi - 5; Plants - 17; Viruses - 0; Other Eukaryotes - 40 (source: NCBI BLink). [Source:TAIR;Acc:AT5G13590]
AT5G13600,AT5G13600,Putative BTB/POZ domain-containing protein At5g13600 [Source:UniProtKB/Swiss-Prot;Acc:Q9FNB3]
AT5G13610,AT5G13610,AT5g13610/MSH12_7 [Source:UniProtKB/TrEMBL;Acc:Q9FNB2]
AT5G13620,AT5G13620,Gb [Source:UniProtKB/TrEMBL;Acc:Q9FNB1]
AT5G13660,AT5G13660,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G59830.2); Has 135 Blast hits to 126 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 135; Viruses - 0; Other Eukaryotes - 0 (sou /.../CBI BLink). [Source:TAIR;Acc:AT5G13660]
AT5G13720,AT5G13720,Uncharacterized protein At5g13720 [Source:UniProtKB/TrEMBL;Acc:Q9FNA1]
AT5G13760,AT5G13760,Plasma-membrane choline transporter family protein [Source:UniProtKB/TrEMBL;Acc:F4K425]
AT5G13770,AT5G13770,"Pentatricopeptide repeat-containing protein At5g13770, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q66GP4]"
AT5G13810,AT5G13810,AT5g13810/MAC12_24 [Source:UniProtKB/TrEMBL;Acc:Q9FFZ0]
AT5G13825,AT5G13825,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q5XV41]
AT5G13830,AT5G13830,FtsJ [Source:UniProtKB/TrEMBL;Acc:Q9SXH3]
AT5G13845,AT5G13845,pre-tRNA [Source:TAIR;Acc:AT5G13845]
